"time","data"
"2022-04-29 17:38:21.107 GMT+09:00","21.0"
"2022-04-29 17:38:21.536 GMT+09:00","22.0"
"2022-04-29 17:38:21.643 GMT+09:00","23.0"
"2022-04-29 17:38:21.679 GMT+09:00","24.0"
"2022-04-29 17:38:21.715 GMT+09:00","26.0"
"2022-04-29 17:38:22.218 GMT+09:00","24.0"
"2022-04-29 17:38:22.255 GMT+09:00","23.0"
"2022-04-29 17:38:22.290 GMT+09:00","22.0"
"2022-04-29 17:38:22.470 GMT+09:00","24.0"
"2022-04-29 17:38:22.505 GMT+09:00","26.0"
"2022-04-29 17:38:22.542 GMT+09:00","28.0"
"2022-04-29 17:38:23.046 GMT+09:00","27.0"
"2022-04-29 17:38:23.081 GMT+09:00","26.0"
"2022-04-29 17:38:23.118 GMT+09:00","25.0"
"2022-04-29 17:38:23.406 GMT+09:00","26.0"
"2022-04-29 17:38:23.441 GMT+09:00","27.0"
"2022-04-29 17:38:23.477 GMT+09:00","28.0"
"2022-04-29 17:38:23.513 GMT+09:00","30.0"
"2022-04-29 17:38:23.802 GMT+09:00","28.0"
"2022-04-29 17:38:23.840 GMT+09:00","27.0"
"2022-04-29 17:38:23.982 GMT+09:00","28.0"
"2022-04-29 17:38:24.018 GMT+09:00","27.0"
"2022-04-29 17:38:24.241 GMT+09:00","28.0"
"2022-04-29 17:38:24.270 GMT+09:00","30.0"
"2022-04-29 17:38:24.307 GMT+09:00","32.0"
"2022-04-29 17:38:24.377 GMT+09:00","34.0"
"2022-04-29 17:38:24.454 GMT+09:00","32.0"
"2022-04-29 17:38:24.487 GMT+09:00","31.0"
"2022-04-29 17:38:24.521 GMT+09:00","29.0"
"2022-04-29 17:38:24.557 GMT+09:00","28.0"
"2022-04-29 17:38:24.736 GMT+09:00","30.0"
"2022-04-29 17:38:24.779 GMT+09:00","32.0"
"2022-04-29 17:38:24.810 GMT+09:00","34.0"
"2022-04-29 17:38:24.845 GMT+09:00","35.0"
"2022-04-29 17:38:24.917 GMT+09:00","34.0"
"2022-04-29 17:38:24.990 GMT+09:00","33.0"
"2022-04-29 17:38:25.240 GMT+09:00","34.0"
"2022-04-29 17:38:25.421 GMT+09:00","35.0"
"2022-04-29 17:38:25.456 GMT+09:00","37.0"
"2022-04-29 17:38:25.493 GMT+09:00","39.0"
"2022-04-29 17:38:25.528 GMT+09:00","40.0"
"2022-04-29 17:38:25.565 GMT+09:00","41.0"
"2022-04-29 17:38:25.637 GMT+09:00","42.0"
"2022-04-29 17:38:25.709 GMT+09:00","43.0"
"2022-04-29 17:38:25.744 GMT+09:00","45.0"
"2022-04-29 17:38:25.780 GMT+09:00","48.0"
"2022-04-29 17:38:25.817 GMT+09:00","53.0"
"2022-04-29 17:38:25.854 GMT+09:00","57.0"
"2022-04-29 17:38:25.892 GMT+09:00","61.0"
"2022-04-29 17:38:25.999 GMT+09:00","63.0"
"2022-04-29 17:38:26.069 GMT+09:00","61.0"
"2022-04-29 17:38:26.109 GMT+09:00","58.0"
"2022-04-29 17:38:26.141 GMT+09:00","54.0"
"2022-04-29 17:38:26.177 GMT+09:00","50.0"
"2022-04-29 17:38:26.215 GMT+09:00","48.0"
"2022-04-29 17:38:26.322 GMT+09:00","50.0"
"2022-04-29 17:38:26.358 GMT+09:00","53.0"
"2022-04-29 17:38:26.394 GMT+09:00","55.0"
"2022-04-29 17:38:26.463 GMT+09:00","56.0"
"2022-04-29 17:38:26.503 GMT+09:00","57.0"
"2022-04-29 17:38:26.536 GMT+09:00","58.0"
"2022-04-29 17:38:26.611 GMT+09:00","59.0"
"2022-04-29 17:38:26.646 GMT+09:00","61.0"
"2022-04-29 17:38:26.683 GMT+09:00","63.0"
"2022-04-29 17:38:26.719 GMT+09:00","64.0"
"2022-04-29 17:38:26.789 GMT+09:00","65.0"
"2022-04-29 17:38:26.824 GMT+09:00","66.0"
"2022-04-29 17:38:26.862 GMT+09:00","67.0"
"2022-04-29 17:38:26.902 GMT+09:00","68.0"
"2022-04-29 17:38:26.935 GMT+09:00","69.0"
"2022-04-29 17:38:26.968 GMT+09:00","71.0"
"2022-04-29 17:38:27.003 GMT+09:00","73.0"
"2022-04-29 17:38:27.041 GMT+09:00","81.0"
"2022-04-29 17:38:27.078 GMT+09:00","89.0"
"2022-04-29 17:38:27.113 GMT+09:00","96.0"
"2022-04-29 17:38:27.150 GMT+09:00","103.0"
"2022-04-29 17:38:27.255 GMT+09:00","99.0"
"2022-04-29 17:38:27.293 GMT+09:00","92.0"
"2022-04-29 17:38:27.335 GMT+09:00","91.0"
"2022-04-29 17:38:27.364 GMT+09:00","88.0"
"2022-04-29 17:38:27.399 GMT+09:00","86.0"
"2022-04-29 17:38:27.472 GMT+09:00","90.0"
"2022-04-29 17:38:27.507 GMT+09:00","93.0"
"2022-04-29 17:38:27.543 GMT+09:00","99.0"
"2022-04-29 17:38:27.579 GMT+09:00","102.0"
"2022-04-29 17:38:27.615 GMT+09:00","106.0"
"2022-04-29 17:38:27.654 GMT+09:00","112.0"
"2022-04-29 17:38:27.685 GMT+09:00","118.0"
"2022-04-29 17:38:27.722 GMT+09:00","123.0"
"2022-04-29 17:38:27.756 GMT+09:00","127.0"
"2022-04-29 17:38:27.793 GMT+09:00","130.0"
"2022-04-29 17:38:27.938 GMT+09:00","126.0"
"2022-04-29 17:38:27.973 GMT+09:00","129.0"
"2022-04-29 17:38:28.010 GMT+09:00","125.0"
"2022-04-29 17:38:28.045 GMT+09:00","118.0"
"2022-04-29 17:38:28.082 GMT+09:00","110.0"
"2022-04-29 17:38:28.154 GMT+09:00","115.0"
"2022-04-29 17:38:28.189 GMT+09:00","116.0"
"2022-04-29 17:38:28.226 GMT+09:00","118.0"
"2022-04-29 17:38:28.261 GMT+09:00","117.0"
"2022-04-29 17:38:28.297 GMT+09:00","119.0"
"2022-04-29 17:38:28.371 GMT+09:00","120.0"
"2022-04-29 17:38:28.405 GMT+09:00","124.0"
"2022-04-29 17:38:28.443 GMT+09:00","129.0"
"2022-04-29 17:38:28.477 GMT+09:00","137.0"
"2022-04-29 17:38:28.514 GMT+09:00","145.0"
"2022-04-29 17:38:28.549 GMT+09:00","148.0"
"2022-04-29 17:38:28.585 GMT+09:00","150.0"
"2022-04-29 17:38:28.622 GMT+09:00","151.0"
"2022-04-29 17:38:28.660 GMT+09:00","152.0"
"2022-04-29 17:38:28.692 GMT+09:00","154.0"
"2022-04-29 17:38:28.730 GMT+09:00","156.0"
"2022-04-29 17:38:28.774 GMT+09:00","159.0"
"2022-04-29 17:38:28.803 GMT+09:00","162.0"
"2022-04-29 17:38:28.838 GMT+09:00","167.0"
"2022-04-29 17:38:28.874 GMT+09:00","169.0"
"2022-04-29 17:38:28.947 GMT+09:00","167.0"
"2022-04-29 17:38:28.983 GMT+09:00","157.0"
"2022-04-29 17:38:29.018 GMT+09:00","152.0"
"2022-04-29 17:38:29.088 GMT+09:00","148.0"
"2022-04-29 17:38:29.163 GMT+09:00","141.0"
"2022-04-29 17:38:29.201 GMT+09:00","137.0"
"2022-04-29 17:38:29.234 GMT+09:00","134.0"
"2022-04-29 17:38:29.269 GMT+09:00","132.0"
"2022-04-29 17:38:29.306 GMT+09:00","133.0"
"2022-04-29 17:38:29.343 GMT+09:00","126.0"
"2022-04-29 17:38:29.452 GMT+09:00","127.0"
"2022-04-29 17:38:29.485 GMT+09:00","133.0"
"2022-04-29 17:38:29.526 GMT+09:00","135.0"
"2022-04-29 17:38:29.557 GMT+09:00","145.0"
"2022-04-29 17:38:29.595 GMT+09:00","152.0"
