"time","data"
"2022-04-29 17:32:35.135 GMT+09:00","12.0"
"2022-04-29 17:32:35.635 GMT+09:00","11.0"
"2022-04-29 17:32:35.884 GMT+09:00","12.0"
"2022-04-29 17:32:36.134 GMT+09:00","13.0"
"2022-04-29 17:32:36.384 GMT+09:00","14.0"
"2022-04-29 17:32:36.634 GMT+09:00","15.0"
"2022-04-29 17:32:36.885 GMT+09:00","18.0"
"2022-04-29 17:32:37.134 GMT+09:00","22.0"
"2022-04-29 17:32:37.385 GMT+09:00","29.0"
"2022-04-29 17:32:37.637 GMT+09:00","37.0"
"2022-04-29 17:32:37.887 GMT+09:00","50.0"
"2022-04-29 17:32:38.135 GMT+09:00","76.0"
"2022-04-29 17:32:38.387 GMT+09:00","85.0"
"2022-04-29 17:32:38.636 GMT+09:00","95.0"
"2022-04-29 17:32:38.887 GMT+09:00","109.0"
"2022-04-29 17:32:39.136 GMT+09:00","110.0"
"2022-04-29 17:32:39.387 GMT+09:00","111.0"
"2022-04-29 17:32:39.636 GMT+09:00","131.0"
"2022-04-29 17:32:39.886 GMT+09:00","151.0"
"2022-04-29 17:32:40.138 GMT+09:00","146.0"
"2022-04-29 17:32:40.387 GMT+09:00","135.0"
"2022-04-29 17:32:40.636 GMT+09:00","130.0"
"2022-04-29 17:32:40.885 GMT+09:00","134.0"
"2022-04-29 17:32:41.137 GMT+09:00","140.0"
"2022-04-29 17:32:41.386 GMT+09:00","142.0"
"2022-04-29 17:32:41.638 GMT+09:00","145.0"
"2022-04-29 17:32:41.699 GMT+09:00","141.0"
"2022-04-29 17:32:41.949 GMT+09:00","122.0"
"2022-04-29 17:32:42.199 GMT+09:00","119.0"
"2022-04-29 17:32:42.448 GMT+09:00","108.0"
"2022-04-29 17:32:42.699 GMT+09:00","85.0"
"2022-04-29 17:32:42.948 GMT+09:00","67.0"
"2022-04-29 17:32:43.200 GMT+09:00","62.0"
"2022-04-29 17:32:43.449 GMT+09:00","67.0"
"2022-04-29 17:32:43.699 GMT+09:00","57.0"
"2022-04-29 17:32:43.949 GMT+09:00","44.0"
"2022-04-29 17:32:44.448 GMT+09:00","49.0"
"2022-04-29 17:32:44.699 GMT+09:00","41.0"
