"time","data"
"2022-04-29 17:39:35.947 GMT+09:00","5.0"
"2022-04-29 17:39:35.967 GMT+09:00","6.0"
"2022-04-29 17:39:36.086 GMT+09:00","5.0"
"2022-04-29 17:39:36.388 GMT+09:00","6.0"
"2022-04-29 17:39:36.868 GMT+09:00","7.0"
"2022-04-29 17:39:37.526 GMT+09:00","6.0"
"2022-04-29 17:39:38.066 GMT+09:00","5.0"
"2022-04-29 17:39:38.128 GMT+09:00","6.0"
"2022-04-29 17:39:38.610 GMT+09:00","5.0"
"2022-04-29 17:39:38.728 GMT+09:00","6.0"
"2022-04-29 17:39:38.855 GMT+09:00","5.0"
"2022-04-29 17:39:39.450 GMT+09:00","6.0"
"2022-04-29 17:39:40.049 GMT+09:00","5.0"
"2022-04-29 17:39:40.167 GMT+09:00","6.0"
"2022-04-29 17:39:41.309 GMT+09:00","7.0"
"2022-04-29 17:39:41.921 GMT+09:00","6.0"
"2022-04-29 17:39:42.995 GMT+09:00","5.0"
"2022-04-29 17:39:43.589 GMT+09:00","4.0"
"2022-04-29 17:39:43.650 GMT+09:00","5.0"
"2022-04-29 17:39:44.798 GMT+09:00","6.0"
"2022-04-29 17:39:45.272 GMT+09:00","7.0"
"2022-04-29 17:39:45.749 GMT+09:00","6.0"
"2022-04-29 17:39:46.708 GMT+09:00","5.0"
"2022-04-29 17:39:47.369 GMT+09:00","6.0"
"2022-04-29 17:39:47.429 GMT+09:00","5.0"
"2022-04-29 17:39:47.911 GMT+09:00","6.0"
"2022-04-29 17:39:48.037 GMT+09:00","5.0"
"2022-04-29 17:39:48.810 GMT+09:00","6.0"
"2022-04-29 17:39:48.869 GMT+09:00","5.0"
"2022-04-29 17:39:49.230 GMT+09:00","6.0"
"2022-04-29 17:39:50.070 GMT+09:00","7.0"
"2022-04-29 17:39:50.310 GMT+09:00","6.0"
"2022-04-29 17:39:51.208 GMT+09:00","5.0"
"2022-04-29 17:39:51.390 GMT+09:00","4.0"
"2022-04-29 17:39:51.510 GMT+09:00","5.0"
"2022-04-29 17:39:52.228 GMT+09:00","6.0"
"2022-04-29 17:39:53.129 GMT+09:00","7.0"
"2022-04-29 17:39:53.446 GMT+09:00","6.0"
"2022-04-29 17:39:53.549 GMT+09:00","7.0"
"2022-04-29 17:39:54.209 GMT+09:00","6.0"
