"time","data"
"2022-04-29 12:18:52.225 GMT+09:00","33912.0"
"2022-04-29 12:18:52.384 GMT+09:00","34126.99"
"2022-04-29 12:18:52.544 GMT+09:00","33903.023"
"2022-04-29 12:18:52.718 GMT+09:00","33553.98"
"2022-04-29 12:18:52.864 GMT+09:00","33122.992"
"2022-04-29 12:18:53.025 GMT+09:00","39017.027"
"2022-04-29 12:18:53.184 GMT+09:00","36549.023"
"2022-04-29 12:18:53.345 GMT+09:00","33897.016"
"2022-04-29 12:18:53.505 GMT+09:00","28931.986"
"2022-04-29 12:18:53.665 GMT+09:00","27152.012"
"2022-04-29 12:18:53.825 GMT+09:00","23168.97"
"2022-04-29 12:18:53.985 GMT+09:00","21937.973"
"2022-04-29 12:18:54.144 GMT+09:00","21800.004"
"2022-04-29 12:18:54.305 GMT+09:00","24122.004"
"2022-04-29 12:18:54.464 GMT+09:00","21966.998"
"2022-04-29 12:18:54.625 GMT+09:00","21090.982"
"2022-04-29 12:18:54.785 GMT+09:00","19540.98"
"2022-04-29 12:18:54.945 GMT+09:00","20259.99"
"2022-04-29 12:18:55.105 GMT+09:00","20967.998"
"2022-04-29 12:18:55.265 GMT+09:00","21063.982"
"2022-04-29 12:18:55.425 GMT+09:00","21170.025"
"2022-04-29 12:18:55.585 GMT+09:00","19701.023"
"2022-04-29 12:18:55.745 GMT+09:00","19089.0"
"2022-04-29 12:18:55.905 GMT+09:00","20180.004"
"2022-04-29 12:18:56.065 GMT+09:00","20269.98"
"2022-04-29 12:18:56.225 GMT+09:00","20231.033"
"2022-04-29 12:18:56.385 GMT+09:00","18335.97"
"2022-04-29 12:18:56.545 GMT+09:00","17881.021"
"2022-04-29 12:18:56.705 GMT+09:00","18951.031"
"2022-04-29 12:18:56.864 GMT+09:00","19590.998"
"2022-04-29 12:18:57.025 GMT+09:00","20412.0"
"2022-04-29 12:18:57.185 GMT+09:00","19352.994"
"2022-04-29 12:18:57.345 GMT+09:00","18222.031"
"2022-04-29 12:18:57.505 GMT+09:00","17024.986"
"2022-04-29 12:18:57.673 GMT+09:00","16850.97"
"2022-04-29 12:18:57.825 GMT+09:00","16919.01"
"2022-04-29 12:18:57.985 GMT+09:00","16002.023"
"2022-04-29 12:18:58.145 GMT+09:00","15741.001"
"2022-04-29 12:18:58.305 GMT+09:00","16428.016"
"2022-04-29 12:18:58.465 GMT+09:00","18890.012"
"2022-04-29 12:18:58.625 GMT+09:00","19561.027"
"2022-04-29 12:18:58.785 GMT+09:00","19631.025"
"2022-04-29 12:18:58.945 GMT+09:00","19264.973"
"2022-04-29 12:18:59.105 GMT+09:00","19054.98"
"2022-04-29 12:18:59.265 GMT+09:00","20224.014"
"2022-04-29 12:18:59.425 GMT+09:00","20859.998"
"2022-04-29 12:18:59.585 GMT+09:00","20516.018"
"2022-04-29 12:18:59.745 GMT+09:00","19242.969"
"2022-04-29 12:18:59.905 GMT+09:00","18729.023"
"2022-04-29 12:19:00.065 GMT+09:00","19165.006"
"2022-04-29 12:19:00.225 GMT+09:00","19793.025"
"2022-04-29 12:19:00.385 GMT+09:00","20180.004"
"2022-04-29 12:19:00.545 GMT+09:00","19864.98"
"2022-04-29 12:19:00.705 GMT+09:00","18772.021"
"2022-04-29 12:19:00.864 GMT+09:00","18596.994"
"2022-04-29 12:19:01.024 GMT+09:00","17095.996"
"2022-04-29 12:19:01.185 GMT+09:00","15793.988"
"2022-04-29 12:19:01.344 GMT+09:00","15801.008"
"2022-04-29 12:19:01.505 GMT+09:00","17426.004"
"2022-04-29 12:19:01.665 GMT+09:00","18314.033"
"2022-04-29 12:19:01.825 GMT+09:00","17445.982"
"2022-04-29 12:19:01.985 GMT+09:00","17068.996"
"2022-04-29 12:19:02.145 GMT+09:00","15404.985"
"2022-04-29 12:19:02.305 GMT+09:00","14638.995"
"2022-04-29 12:19:02.465 GMT+09:00","14042.971"
"2022-04-29 12:19:02.625 GMT+09:00","13454.979"
"2022-04-29 12:19:02.785 GMT+09:00","13401.99"
