"time","data"
"2022-04-29 17:34:41.810 GMT+09:00","0.0"
"2022-04-29 17:34:42.289 GMT+09:00","2.0"
"2022-04-29 17:34:42.537 GMT+09:00","3.0"
"2022-04-29 17:34:42.767 GMT+09:00","5.0"
"2022-04-29 17:34:43.246 GMT+09:00","4.0"
"2022-04-29 17:34:43.727 GMT+09:00","1.0"
"2022-04-29 17:34:43.971 GMT+09:00","0.0"
"2022-04-29 17:34:45.648 GMT+09:00","2.0"
"2022-04-29 17:34:45.888 GMT+09:00","4.0"
"2022-04-29 17:34:46.128 GMT+09:00","1.0"
"2022-04-29 17:34:46.367 GMT+09:00","2.0"
"2022-04-29 17:34:46.608 GMT+09:00","3.0"
"2022-04-29 17:34:47.096 GMT+09:00","4.0"
"2022-04-29 17:34:47.569 GMT+09:00","5.0"
"2022-04-29 17:34:47.807 GMT+09:00","6.0"
"2022-04-29 17:34:48.047 GMT+09:00","5.0"
"2022-04-29 17:34:48.287 GMT+09:00","4.0"
"2022-04-29 17:34:48.527 GMT+09:00","2.0"
"2022-04-29 17:34:48.767 GMT+09:00","4.0"
"2022-04-29 17:34:49.011 GMT+09:00","5.0"
"2022-04-29 17:34:49.249 GMT+09:00","5.0"
"2022-04-29 17:34:49.488 GMT+09:00","3.0"
"2022-04-29 17:34:49.729 GMT+09:00","1.0"
"2022-04-29 17:34:49.967 GMT+09:00","5.0"
"2022-04-29 17:34:50.449 GMT+09:00","2.0"
"2022-04-29 17:34:50.688 GMT+09:00","0.0"
"2022-04-29 17:34:51.168 GMT+09:00","2.0"
"2022-04-29 17:34:51.410 GMT+09:00","5.0"
"2022-04-29 17:34:51.652 GMT+09:00","6.0"
"2022-04-29 17:34:51.892 GMT+09:00","7.0"
"2022-04-29 17:34:52.128 GMT+09:00","10.0"
"2022-04-29 17:34:52.368 GMT+09:00","9.0"
"2022-04-29 17:34:52.614 GMT+09:00","7.0"
"2022-04-29 17:34:52.848 GMT+09:00","3.0"
"2022-04-29 17:34:53.090 GMT+09:00","0.0"
"2022-04-29 17:34:54.048 GMT+09:00","1.0"
"2022-04-29 17:34:54.291 GMT+09:00","4.0"
"2022-04-29 17:34:54.528 GMT+09:00","6.0"
"2022-04-29 17:34:54.767 GMT+09:00","7.0"
"2022-04-29 17:34:55.008 GMT+09:00","8.0"
"2022-04-29 17:34:55.247 GMT+09:00","7.0"
"2022-04-29 17:34:55.489 GMT+09:00","5.0"
"2022-04-29 17:34:55.969 GMT+09:00","4.0"
"2022-04-29 17:34:56.209 GMT+09:00","0.0"
"2022-04-29 17:34:56.448 GMT+09:00","1.0"
"2022-04-29 17:34:56.687 GMT+09:00","0.0"
"2022-04-29 17:34:57.889 GMT+09:00","1.0"
"2022-04-29 17:34:58.128 GMT+09:00","4.0"
"2022-04-29 17:34:58.367 GMT+09:00","6.0"
"2022-04-29 17:34:58.607 GMT+09:00","5.0"
"2022-04-29 17:34:59.095 GMT+09:00","13.0"
"2022-04-29 17:34:59.329 GMT+09:00","11.0"
"2022-04-29 17:34:59.569 GMT+09:00","6.0"
"2022-04-29 17:35:00.528 GMT+09:00","7.0"
"2022-04-29 17:35:00.770 GMT+09:00","6.0"
"2022-04-29 17:35:01.488 GMT+09:00","12.0"
"2022-04-29 17:35:01.732 GMT+09:00","15.0"
"2022-04-29 17:35:01.967 GMT+09:00","11.0"
"2022-04-29 17:35:02.208 GMT+09:00","6.0"
"2022-04-29 17:35:02.449 GMT+09:00","4.0"
"2022-04-29 17:35:02.689 GMT+09:00","1.0"
"2022-04-29 17:35:02.928 GMT+09:00","0.0"
"2022-04-29 17:35:04.127 GMT+09:00","1.0"
"2022-04-29 17:35:04.368 GMT+09:00","2.0"
"2022-04-29 17:35:04.609 GMT+09:00","0.0"
"2022-04-29 17:35:05.332 GMT+09:00","3.0"
"2022-04-29 17:35:05.572 GMT+09:00","5.0"
"2022-04-29 17:35:06.048 GMT+09:00","4.0"
"2022-04-29 17:35:06.289 GMT+09:00","3.0"
"2022-04-29 17:35:06.528 GMT+09:00","4.0"
"2022-04-29 17:35:07.010 GMT+09:00","2.0"
"2022-04-29 17:35:07.492 GMT+09:00","1.0"
"2022-04-29 17:35:07.729 GMT+09:00","3.0"
"2022-04-29 17:35:08.450 GMT+09:00","5.0"
"2022-04-29 17:35:08.932 GMT+09:00","4.0"
"2022-04-29 17:35:09.169 GMT+09:00","6.0"
"2022-04-29 17:35:09.407 GMT+09:00","4.0"
"2022-04-29 17:35:09.654 GMT+09:00","0.0"
"2022-04-29 17:35:10.370 GMT+09:00","3.0"
"2022-04-29 17:35:10.848 GMT+09:00","7.0"
"2022-04-29 17:35:11.090 GMT+09:00","4.0"
"2022-04-29 17:35:11.327 GMT+09:00","0.0"
"2022-04-29 17:35:12.529 GMT+09:00","2.0"
"2022-04-29 17:35:12.769 GMT+09:00","3.0"
"2022-04-29 17:35:13.969 GMT+09:00","1.0"
"2022-04-29 17:35:14.209 GMT+09:00","0.0"
"2022-04-29 17:35:14.449 GMT+09:00","2.0"
"2022-04-29 17:35:14.689 GMT+09:00","4.0"
"2022-04-29 17:35:14.927 GMT+09:00","3.0"
"2022-04-29 17:35:15.406 GMT+09:00","4.0"
